"dates_","open_value","high_value","low_value","close_value","change_value","volume_value"
"2001-08-27T19:00:00.000Z",1270.95,1272.56,1261.17,1262.3,-8.11,35408380
"2001-08-28T19:00:00.000Z",1261.72,1264.9,1257.17,1258.34,-3.96,21220360
"2001-08-29T19:00:00.000Z",1257.68,1266.26,1257.03,1264.97,6.63,32076180
"2001-08-30T19:00:00.000Z",1265.77,1267.58,1255.68,1258.43,-6.54,28600660
"2001-09-02T19:00:00.000Z",1258.07,1258.07,1249.19,1249.56,-8.87,15141380
"2001-09-03T19:00:00.000Z",1249.52,1249.52,1232.43,1232.76,-16.8,0
"2001-09-04T19:00:00.000Z",1231.76,1240.93,1227.73,1240.93,8.17,0
"2001-09-05T19:00:00.000Z",1242.31,1249.22,1240.8,1245.61,4.68,0
"2001-09-06T19:00:00.000Z",1245.76,1247.15,1241.26,1246.8,1.19,0
"2001-09-09T19:00:00.000Z",1246.27,1260.42,1244.11,1256.2,9.4,0
"2001-09-10T19:00:00.000Z",1257.28,1261.7,1254.41,1255.98,-0.22,0
"2001-09-11T19:00:00.000Z",1255.43,1255.43,1205.75,1208.3,-47.68,0
"2001-09-12T19:00:00.000Z",1205.93,1212.64,1187.82,1189.91,-18.39,0
"2001-09-13T19:00:00.000Z",1187.18,1187.18,1121.47,1139.64,-50.27,0
"2001-09-17T19:00:00.000Z",1187.18,1187.18,1121.47,1139.64,0,0
"2001-09-23T19:00:00.000Z",1133.21,1139.06,1102.28,1105.79,-33.85,0
"2001-09-24T19:00:00.000Z",1097.18,1115.21,1072.58,1105.04,-0.75,0
"2001-09-25T19:00:00.000Z",1105.13,1141.46,1105.13,1123.63,18.59,0
"2001-09-26T19:00:00.000Z",1132.45,1147.09,1128.32,1129.54,5.91,0
"2001-09-27T19:00:00.000Z",1127.08,1145.33,1125.8,1133.43,3.89,0
"2001-09-30T19:00:00.000Z",1129.6,1129.91,1096.31,1096.7,-36.73,0
"2001-10-01T19:00:00.000Z",1079.36,1087.32,1071.73,1075.16,-21.54,0
"2001-10-02T19:00:00.000Z",1071.35,1099.66,1069.55,1087.41,12.25,0
"2001-10-03T19:00:00.000Z",1096.72,1112.31,1096.4,1112.31,24.9,0
"2001-10-04T19:00:00.000Z",1115.75,1141.56,1108.78,1141.19,28.88,0
"2001-10-07T19:00:00.000Z",1126.38,1126.38,1102.91,1102.91,-38.28,0
"2001-10-08T19:00:00.000Z",1087.38,1178.28,1087.38,1173.53,70.62,0
"2001-10-09T19:00:00.000Z",1181.28,1204,1166.32,1168.97,-4.56,0
"2001-10-10T19:00:00.000Z",1174.77,1195.3,1171.93,1179.67,10.7,0
"2001-10-11T19:00:00.000Z",1181.75,1197.5,1178.52,1193.65,13.98,0
"2001-10-14T19:00:00.000Z",1208.31,1238.08,1205.01,1238.03,44.38,0
"2001-10-15T19:00:00.000Z",1240,1251.75,1224.45,1231.07,-6.96,0
"2001-10-16T19:00:00.000Z",1231.28,1261.11,1231.28,1245.43,14.36,0
"2001-10-17T19:00:00.000Z",1253.29,1270.95,1251.67,1253.64,8.21,0
"2001-10-18T19:00:00.000Z",1261.1,1267.05,1251.61,1267.05,13.41,0
"2001-10-21T19:00:00.000Z",1271.93,1351.5,1271.93,1351.45,84.4,0
"2001-10-22T19:00:00.000Z",1351.56,1380.88,1334.32,1359.6,8.15,0
"2001-10-23T19:00:00.000Z",1360.16,1402.11,1360.16,1400.31,40.71,0
"2001-10-24T19:00:00.000Z",1401.17,1413.45,1354.95,1362.8,-37.51,0
"2001-10-25T19:00:00.000Z",1357.69,1402.94,1348.42,1401.51,38.71,0
"2001-10-28T19:00:00.000Z",1406.31,1447.94,1406.31,1425.31,23.8,0
"2001-10-29T19:00:00.000Z",1425.79,1432.69,1402.27,1412.34,-12.97,0
"2001-10-30T19:00:00.000Z",1413.18,1425.82,1397.55,1406.05,-6.29,0
"2001-10-31T19:00:00.000Z",1397.68,1413.28,1375.53,1377.86,-28.19,120094576
"2001-11-01T19:00:00.000Z",1375.93,1408.81,1372.06,1399.81,21.95,96719504
"2001-11-04T19:00:00.000Z",1400.34,1408.77,1359.75,1360.9,-38.91,96043456
"2001-11-05T19:00:00.000Z",1360.77,1364.71,1340.88,1340.88,-20.02,71445936
"2001-11-06T19:00:00.000Z",1353.45,1362.91,1341.97,1353.78,12.9,72133456
"2001-11-07T19:00:00.000Z",1357.06,1383.69,1342.28,1382.67,28.89,174082688
"2001-11-11T19:00:00.000Z",1384.7,1395.02,1363.08,1369.03,-13.64,166040784
"2001-11-12T19:00:00.000Z",1368.07,1368.07,1335.93,1337.95,-31.08,122388520
"2001-11-13T19:00:00.000Z",1341.92,1356.2,1340.54,1351.09,13.14,139571040
"2001-11-14T19:00:00.000Z",1359.31,1371.59,1355.66,1371.59,20.5,98353776
"2001-11-15T19:00:00.000Z",1373.46,1385.43,1373.46,1380.7,9.11,121677112
"2001-11-18T19:00:00.000Z",1384.66,1387.26,1376.91,1380.33,-0.37,94477120
"2001-11-19T19:00:00.000Z",1380.95,1384.47,1352.91,1354.06,-26.27,94409424
"2001-11-20T19:00:00.000Z",1352.2,1367.02,1352.2,1358.72,4.66,75989824
"2001-11-21T19:00:00.000Z",1356.05,1357.1,1347.19,1353.57,-5.15,24241120
"2001-11-22T19:00:00.000Z",1353,1364.31,1353.58,1358.82,5.25,44376080
"2001-11-25T19:00:00.000Z",1361.17,1365.54,1355.61,1360.89,2.07,35955040
"2001-11-26T19:00:00.000Z",1361.81,1373.07,1354.96,1372.76,11.87,50487992
"2001-11-27T19:00:00.000Z",1376.68,1385.64,1375.91,1376.39,3.63,70586120
"2001-11-28T19:00:00.000Z",1376.68,1376.73,1357.2,1358.16,-18.23,46907640
"2001-11-29T19:00:00.000Z",1357,1360.16,1349.14,1355.06,-3.1,35941368
"2001-12-02T19:00:00.000Z",1355.9,1369.08,1355.9,1365.61,10.55,39135960
"2001-12-03T19:00:00.000Z",1365.93,1371.25,1362.67,1365.75,0.14,33940720
"2001-12-04T19:00:00.000Z",1366.64,1375.15,1365.68,1374.13,8.38,31949260
"2001-12-05T19:00:00.000Z",1378.08,1383.45,1377.52,1380.45,6.32,37679400
"2001-12-06T19:00:00.000Z",1380,1384.43,1377.06,1382.99,2.54,34527920
"2001-12-09T19:00:00.000Z",1383.75,1390.47,1378.14,1379.35,-3.64,34726600
"2001-12-10T19:00:00.000Z",1376.19,1377.54,1369.18,1369.85,-9.5,27943500
"2001-12-11T19:00:00.000Z",1369.81,1380.32,1363.5,1380.32,10.47,32709960
"2001-12-12T19:00:00.000Z",1380,1383.51,1375.93,1380.08,-0.24,37727840
"2001-12-19T19:00:00.000Z",1377.88,1389.31,1370.69,1385.31,5.23,74579344
"2001-12-20T19:00:00.000Z",1384.04,1408.25,1384.04,1403.96,18.65,79121000
"2001-12-23T19:00:00.000Z",1398.29,1398.29,1321.35,1323.05,-80.91,89061000
"2001-12-25T19:00:00.000Z",1315.13,1336.3,1313.57,1320.61,-2.44,65037120
"2001-12-26T19:00:00.000Z",1323.96,1324.2,1265.93,1276.73,-43.88,100026440
"2001-12-27T19:00:00.000Z",1261.54,1269.2,1235.71,1269.2,-7.53,81868880
"2001-12-30T19:00:00.000Z",1276.32,1282.7,1264.9,1273.06,3.86,65371300
"2001-12-31T19:00:00.000Z",1273.77,1323.73,1273.77,1322.07,49.01,114107280
"2002-01-01T19:00:00.000Z",1324.69,1346.69,1324.69,1330.73,8.66,100179504
"2002-01-02T19:00:00.000Z",1326.71,1354.93,1318.47,1349.97,19.24,269166528
"2002-01-03T19:00:00.000Z",1351.65,1368.04,1351.65,1362.73,12.76,107667112
"2002-01-06T19:00:00.000Z",1367.29,1403.95,1367.29,1398.27,35.54,155972816
"2002-01-07T19:00:00.000Z",1394.21,1394.21,1364.77,1369.38,-28.89,90715776
"2002-01-08T19:00:00.000Z",1370.33,1392.39,1370.33,1387.47,18.09,97896464
"2002-01-09T19:00:00.000Z",1384.36,1395.5,1380.72,1383.91,-3.56,61729200
"2002-01-10T19:00:00.000Z",1384.59,1384.59,1369.54,1374.93,-8.98,64748180
"2002-01-13T19:00:00.000Z",1385.02,1428.35,1385.02,1427.95,53.02,155659152
"2002-01-14T19:00:00.000Z",1428.97,1446.3,1423.05,1426.2,-1.75,203046672
"2002-01-15T19:00:00.000Z",1427.95,1441.46,1423.48,1428.09,1.89,145707008
"2002-01-16T19:00:00.000Z",1431.43,1450.89,1431.18,1449.46,21.37,106224032
"2002-01-17T19:00:00.000Z",1452.63,1480.78,1452.63,1478.95,29.49,212100000
"2002-01-20T19:00:00.000Z",1480.46,1491.39,1469.1,1470.34,-8.61,126478416
"2002-01-21T19:00:00.000Z",1464.39,1481.43,1452.45,1464,-6.34,149596544
"2002-01-22T19:00:00.000Z",1464.28,1501.69,1464.28,1501.06,37.06,184158688
"2002-01-23T19:00:00.000Z",1501.06,1525.65,1501.06,1510.02,8.96,221887424
"2002-01-24T19:00:00.000Z",1510.26,1530.75,1504.84,1526.77,16.75,200355504
"2002-01-27T19:00:00.000Z",1532.97,1554.56,1532.97,1549.2,22.43,212795664
"2002-01-28T19:00:00.000Z",1547.92,1580.89,1543.06,1580.27,31.07,218400464
"2002-01-29T19:00:00.000Z",1581.53,1605.27,1581.53,1593.1,12.83,234203648
"2002-01-30T19:00:00.000Z",1595.13,1623.68,1592.75,1620.18,27.08,276272160
"2002-01-31T19:00:00.000Z",1621.5,1682.92,1621.5,1670.89,50.71,275587776
"2002-02-03T19:00:00.000Z",1671.28,1714.16,1671.28,1682.34,11.45,281382656
"2002-02-05T19:00:00.000Z",1684.61,1694.93,1650.26,1655.8,-26.54,213560464
"2002-02-06T19:00:00.000Z",1652.59,1723.84,1640.15,1723.16,67.36,231277536
"2002-02-07T19:00:00.000Z",1726.21,1803.54,1726.21,1785,61.84,419412576
"2002-02-10T19:00:00.000Z",1764.1,1788.96,1757.64,1775.38,-9.62,285485696
"2002-02-11T19:00:00.000Z",1775.28,1782.26,1744.9,1751.55,-23.83,281793952
"2002-02-12T19:00:00.000Z",1746.31,1755.96,1654.72,1666.41,-85.14,265455664
"2002-02-13T19:00:00.000Z",1671.85,1725.45,1643.21,1722.89,56.48,224710400
"2002-02-14T19:00:00.000Z",1723.6,1740.92,1701.88,1703.31,-19.58,196376656
"2002-02-17T19:00:00.000Z",1688.66,1700.45,1653.6,1655.36,-47.95,151281344
"2002-02-18T19:00:00.000Z",1652.81,1691.79,1645.93,1685.52,30.16,191824544
"2002-02-19T19:00:00.000Z",1687,1718.06,1687,1714.93,29.41,190732080
"2002-02-20T19:00:00.000Z",1716.61,1737.91,1716.61,1723.64,8.71,194631792
"2002-02-25T19:00:00.000Z",1726.18,1742.36,1717.3,1718.33,-5.31,169763232
"2002-02-26T19:00:00.000Z",1715.02,1762.21,1715.02,1759.07,40.74,198128624
"2002-02-27T19:00:00.000Z",1760.79,1772.84,1744,1765.95,6.88,266892224
"2002-02-28T19:00:00.000Z",1771.7,1798.44,1771.36,1774.51,8.56,262743760
"2002-03-03T19:00:00.000Z",1777.35,1794.42,1766.56,1772.93,-1.58,208215024
"2002-03-04T19:00:00.000Z",1772.93,1788.8,1771.44,1787.36,14.43,153787424
"2002-03-05T19:00:00.000Z",1787.48,1828.81,1787.48,1828.81,41.45,243300768
"2002-03-06T19:00:00.000Z",1832.59,1858.38,1832.59,1835.11,6.3,300977664
"2002-03-07T19:00:00.000Z",1838.22,1856.76,1838.22,1851.02,15.91,184280112
"2002-03-10T19:00:00.000Z",1854.82,1883.9,1854.82,1872.7,21.68,173020032
"2002-03-11T19:00:00.000Z",1874.59,1893.43,1870.45,1887.86,15.16,195495456
"2002-03-12T19:00:00.000Z",1889.01,1910.64,1856.04,1860.26,-27.6,240262464
"2002-03-13T19:00:00.000Z",1861.19,1930.91,1861.19,1930.46,70.2,272883456
"2002-03-14T19:00:00.000Z",1931.4,1938.33,1883.2,1887.04,-43.42,236222160
"2002-03-17T19:00:00.000Z",1871.84,1895.83,1854.78,1861.67,-25.37,191225024
"2002-03-18T19:00:00.000Z",1860.28,1887.8,1855.06,1885.26,23.59,149116336
"2002-03-19T19:00:00.000Z",1883.91,1890.28,1870.94,1874.06,-11.2,149026480
"2002-03-20T19:00:00.000Z",1882.06,1888.85,1876.88,1884.26,10.2,151633216
"2002-03-21T19:00:00.000Z",1884.35,1900.65,1882.85,1894.31,10.05,116997280
"2002-03-25T19:00:00.000Z",1894.06,1899.5,1858.05,1865.47,-28.84,139113328
"2002-03-26T19:00:00.000Z",1865.41,1865.41,1828.02,1828.45,-37.02,152076688
"2002-03-27T19:00:00.000Z",1826.07,1854.55,1816.18,1852.19,23.74,159982576
"2002-03-28T19:00:00.000Z",1853.11,1873.25,1853.11,1868.11,15.92,213438832
"2002-03-31T19:00:00.000Z",1868.51,1884.04,1846.84,1846.84,-21.27,175082384
"2002-04-01T19:00:00.000Z",1847.43,1877.01,1847.43,1860.59,13.75,178351504
